token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
530959,DIANATEA,DIANATEA,,-1.000000,1,,BSE,1.000000
530965,IOC,IOC,,-1.000000,1,,BSE,5.000000
531043,ZDHJERK,ZDHJERK,,-1.000000,1,,BSE,1.000000
530427,CHOKSI,CHOKSI,,-1.000000,1,,BSE,5.000000
530281,QUANTDIA,QUANTDIA,,-1.000000,1,,BSE,1.000000
530309,CHANDRAP,CHANDRAP,,-1.000000,1,,BSE,1.000000
530401,VINYOFL,VINYOFL,,-1.000000,1,,BSE,1.000000
531049,NEELKAN,NEELKAN,,-1.000000,1,,BSE,1.000000
531091,UNITDCR,UNITDCR,,-1.000000,1,,BSE,1.000000
531112,BALUFORGE,BALUFORGE,,-1.000000,1,,BSE,5.000000
531129,INANI,INANI,,-1.000000,1,,BSE,1.000000
530477,VIKRAMTH,VIKRAMTH,,-1.000000,1,,BSE,5.000000
530571,EXPLICITFIN,EXPLICITFIN,,-1.000000,1,,BSE,1.000000
530615,GARGFUR,GARGFUR,,-1.000000,1,,BSE,5.000000
530655,GOODLUCK,GOODLUCK,,-1.000000,1,,BSE,5.000000
531191,FILTRON,FILTRON,,-1.000000,1,,BSE,1.000000
531201,SHILCTECH,SHILCTECH,,-1.000000,1,,BSE,5.000000
531216,COMFINTE,COMFINTE,,-1.000000,1,,BSE,1.000000
531227,DECOMIC,DECOMIC,,-1.000000,1,,BSE,1.000000
530665,ZENITHHE,ZENITHHE,,-1.000000,1,,BSE,1.000000
530675,YORKEXP,YORKEXP,,-1.000000,1,,BSE,1.000000
530677,SUPREME,SUPREME,,-1.000000,1,,BSE,1.000000
530689,LYKISLTD,LYKISLTD,,-1.000000,1,,BSE,1.000000
531255,PARAGONF,PARAGONF,,-1.000000,1,,BSE,1.000000
531257,PRATIKSH,PRATIKSH,,-1.000000,1,,BSE,1.000000
531278,ELIXIR,ELIXIR,,-1.000000,1,,BSE,5.000000
531307,RRIL,RRIL,,-1.000000,1,,BSE,1.000000
530765,AGARWAL,AGARWAL,,-1.000000,1,,BSE,1.000000
530787,INLANPR,INLANPR,,-1.000000,1,,BSE,1.000000
530797,SHGANEL,SHGANEL,,-1.000000,1,,BSE,1.000000
530845,SUNSHIEL,SUNSHIEL,,-1.000000,1,,BSE,5.000000
531370,SPAR,SPAR,,-1.000000,1,,BSE,1.000000
531381,ARIHANT,ARIHANT,,-1.000000,1,,BSE,5.000000
531395,PADAMCO,PADAMCO,,-1.000000,1,,BSE,1.000000
531460,CONTICON,CONTICON,,-1.000000,1,,BSE,1.000000
530919,REMSONSIND,REMSONSIND,,-1.000000,1,,BSE,5.000000
531015,VENMAX,VENMAX,,-1.000000,1,,BSE,1.000000
531080,SHRIKRISH,SHRIKRISH,,-1.000000,1,,BSE,1.000000
531119,CEENIK,CEENIK,,-1.000000,1,,BSE,5.000000
531506,SKRABUL,SKRABUL,,-1.000000,1,,BSE,1.000000
531508,EVEREADY,EVEREADY,,-1.000000,1,,BSE,5.000000
531509,STEP2COR,STEP2COR,,-1.000000,1,,BSE,1.000000
531521,DESHRAK,DESHRAK,,-1.000000,100,,BSE,1.000000
531147,ALICON,ALICON,,-1.000000,1,,BSE,5.000000
531157,ORGCOAT,ORGCOAT,,-1.000000,1,,BSE,1.000000
531168,ASSOCER,ASSOCER,,-1.000000,1,,BSE,5.000000
531209,NUCLEUS,NUCLEUS,,-1.000000,1,,BSE,5.000000
531531,HATSUN,HATSUN,,-1.000000,1,,BSE,5.000000
531556,CORALFINAC,CORALFINAC,,-1.000000,1,,BSE,1.000000
531562,PUSHPIN,PUSHPIN,,-1.000000,100,,BSE,1.000000
531599,FDC,FDC,,-1.000000,1,,BSE,5.000000
531600,GOGIACAPGL,GOGIACAPGL,,-1.000000,1,,BSE,1.000000
531633,LINCOLN,LINCOLN,,-1.000000,1,,BSE,5.000000
531651,NATGENI,NATGENI,,-1.000000,1,,BSE,1.000000
531658,ABATEAS,ABATEAS,,-1.000000,1,,BSE,1.000000
531223,ANJANI,ANJANI,,-1.000000,1,,BSE,1.000000
531241,LINC,LINC,,-1.000000,1,,BSE,5.000000
531253,INDGELA,INDGELA,,-1.000000,1,,BSE,5.000000
531280,PANKAJPO,PANKAJPO,,-1.000000,1,,BSE,1.000000
531716,TRICOMFRU,TRICOMFRU,,-1.000000,1,,BSE,1.000000
531735,PRISMFN,PRISMFN,,-1.000000,100,,BSE,1.000000
531737,GREENCREST,GREENCREST,,-1.000000,1,,BSE,1.000000
531778,KACHCHH,KACHCHH,,-1.000000,1,,BSE,1.000000
531300,AMITINT,AMITINT,,-1.000000,1,,BSE,1.000000
531310,AVAILFC,AVAILFC,,-1.000000,1,,BSE,5.000000
531335,ZYDUSWELL,ZYDUSWELL,,-1.000000,1,,BSE,5.000000
531357,MERCURYEV,MERCURYEV,,-1.000000,1,,BSE,1.000000
531784,KCLINFRA,KCLINFRA,,-1.000000,1,,BSE,1.000000
531797,SCANPRO,SCANPRO,,-1.000000,1,,BSE,1.000000
531814,TIRSARJ,TIRSARJ,,-1.000000,1,,BSE,1.000000
531892,KHANDSE,KHANDSE,,-1.000000,1,,BSE,1.000000
531390,UPSURGE,UPSURGE,,-1.000000,1,,BSE,1.000000
531399,GGAUTO,GGAUTO,,-1.000000,1,,BSE,5.000000
531412,RADIXIND,RADIXIND,,-1.000000,1,,BSE,5.000000
531426,TNPL,TNPL,,-1.000000,1,,BSE,5.000000
531944,LEXORAA,LEXORAA,,-1.000000,1,,BSE,1.000000
531959,NEWINFRA,NEWINFRA,,-1.000000,1,,BSE,1.000000
531968,IITLPROJ,IITLPROJ,,-1.000000,1,,BSE,1.000000
531980,SENINFO,SENINFO,,-1.000000,1,,BSE,1.000000
531437,PWASML,PWASML,,-1.000000,1,,BSE,1.000000
531449,GRMOVER,GRMOVER,,-1.000000,1,,BSE,5.000000
531500,RAJESHEXPO,RAJESHEXPO,,-1.000000,1,,BSE,5.000000
531525,ACESOFT,ACESOFT,,-1.000000,1,,BSE,5.000000
532022,FILATFASH,FILATFASH,,-1.000000,1,,BSE,1.000000
532042,FRONTCORP,FRONTCORP,,-1.000000,1,,BSE,1.000000
532078,MONIND,MONIND,,-1.000000,1,,BSE,1.000000
532154,JOHNPHARMA,JOHNPHARMA,,-1.000000,1,,BSE,1.000000
500023,ASIANHOTNR,ASIANHOTNR,,-1.000000,1,,BSE,5.000000
500038,BALRAMCHIN,BALRAMCHIN,,-1.000000,1,,BSE,5.000000
500052,BEPL,BEPL,,-1.000000,1,,BSE,1.000000
500067,BLUESTARCO,BLUESTARCO,,-1.000000,1,,BSE,5.000000
532159,TRESCON,TRESCON,,-1.000000,1,,BSE,1.000000
532160,GUJSTATFIN,GUJSTATFIN,,-1.000000,1,,BSE,1.000000
532174,ICICIBANK,ICICIBANK,,-1.000000,1,,BSE,5.000000
532187,INDUSINDBK,INDUSINDBK,,-1.000000,1,,BSE,5.000000
500040,ABREL,ABREL,,-1.000000,1,,BSE,5.000000
500041,BANARISUG,BANARISUG,,-1.000000,1,,BSE,5.000000
500042,BASF,BASF,,-1.000000,1,,BSE,5.000000
500009,AMBALALSA,AMBALALSA,,-1.000000,1,,BSE,1.000000
500179,HCL-INSYS,HCL-INSYS,,-1.000000,1,,BSE,1.000000
500183,HFCL,HFCL,,-1.000000,1,,BSE,1.000000
500189,NDLVENTURE,NDLVENTURE,,-1.000000,1,,BSE,1.000000
500192,PRAGBOS,PRAGBOS,,-1.000000,1,,BSE,1.000000
500104,HINDPETRO,HINDPETRO,,-1.000000,1,,BSE,5.000000
500113,SAIL,SAIL,,-1.000000,1,,BSE,5.000000
500116,IDBI,IDBI,,-1.000000,1,,BSE,5.000000
500133,ESABINDIA,ESABINDIA,,-1.000000,1,,BSE,5.000000
500142,FGP,FGP,,-1.000000,1,,BSE,1.000000
500193,HLVLTD,HLVLTD,,-1.000000,1,,BSE,1.000000
500202,INDLEASE,INDLEASE,,-1.000000,1,,BSE,1.000000
500210,INGERRAND,INGERRAND,,-1.000000,1,,BSE,5.000000
500214,IONEXCHANG,IONEXCHANG,,-1.000000,1,,BSE,5.000000
500220,JASCH,JASCH,,-1.000000,1,,BSE,5.000000
500233,KAJARIACER,KAJARIACER,,-1.000000,1,,BSE,5.000000
500253,LICHSGFIN,LICHSGFIN,,-1.000000,1,,BSE,5.000000
500239,KGDENIM,KGDENIM,,-1.000000,1,,BSE,1.000000
500243,KIRLOSIND,KIRLOSIND,,-1.000000,1,,BSE,5.000000
500252,LMW,LMW,,-1.000000,1,,BSE,5.000000
500265,MAHSEAMLES,MAHSEAMLES,,-1.000000,1,,BSE,5.000000
500279,MIRCELECTR,MIRCELECTR,,-1.000000,1,,BSE,1.000000
500292,HEIDELBERG,HEIDELBERG,,-1.000000,1,,BSE,5.000000
500313,OILCOUNTUB,OILCOUNTUB,,-1.000000,1,,BSE,1.000000
500322,PANCM,PANCM,,-1.000000,1,,BSE,5.000000
500280,CENTENKA,CENTENKA,,-1.000000,1,,BSE,5.000000
500304,NIITLTD,NIITLTD,,-1.000000,1,,BSE,5.000000
500368,PATANJALI,PATANJALI,,-1.000000,1,,BSE,5.000000
500411,THERMAX,THERMAX,,-1.000000,1,,BSE,5.000000
500331,PIDILITIND,PIDILITIND,,-1.000000,1,,BSE,5.000000
500333,PIXTRANS,PIXTRANS,,-1.000000,1,,BSE,5.000000
500336,SURYAROSNI,SURYAROSNI,,-1.000000,1,,BSE,5.000000
500342,PRUDMOULI,PRUDMOULI,,-1.000000,1,,BSE,1.000000
500420,TORNTPHARM,TORNTPHARM,,-1.000000,1,,BSE,5.000000
500449,HOCL,HOCL,,-1.000000,1,,BSE,1.000000
500550,SIEMENS,SIEMENS,,-1.000000,1,,BSE,5.000000
500680,PFIZER,PFIZER,,-1.000000,1,,BSE,5.000000
500365,WELSPLSOL,WELSPLSOL,,-1.000000,1,,BSE,1.000000
500387,SHREECEM,SHREECEM,,-1.000000,1,,BSE,5.000000
500404,SUNFLAG,SUNFLAG,,-1.000000,1,,BSE,5.000000
500410,ACC,ACC,,-1.000000,1,,BSE,5.000000
500850,INDHOTEL,INDHOTEL,,-1.000000,1,,BSE,5.000000
500875,ITC,ITC,,-1.000000,1,,BSE,5.000000
500890,MODIRUBBER,MODIRUBBER,,-1.000000,1,,BSE,5.000000
501150,CENTRUM,CENTRUM,,-1.000000,1,,BSE,1.000000
500413,THOMASCOOK,THOMASCOOK,,-1.000000,1,,BSE,5.000000
500429,UNIENTER,UNIENTER,,-1.000000,1,,BSE,5.000000
500439,VHL,VHL,,-1.000000,1,,BSE,5.000000
500456,PASUPTAC,PASUPTAC,,-1.000000,1,,BSE,1.000000
501295,IITL,IITL,,-1.000000,1,,BSE,5.000000
502250,LERTHAI,LERTHAI,,-1.000000,1,,BSE,5.000000
502355,BALKRISIND,BALKRISIND,,-1.000000,1,,BSE,5.000000
503772,MODWOOL,MODWOOL,,-1.000000,1,,BSE,1.000000
500463,BBOX,BBOX,,-1.000000,1,,BSE,5.000000
500472,SKFINDIA,SKFINDIA,,-1.000000,1,,BSE,5.000000
500483,TATACOMM,TATACOMM,,-1.000000,1,,BSE,5.000000
500488,ABBOTINDIA,ABBOTINDIA,,-1.000000,1,,BSE,5.000000
504067,ZENSARTECH,ZENSARTECH,,-1.000000,1,,BSE,5.000000
504176,HIGHENE,HIGHENE,,-1.000000,1,,BSE,5.000000
504741,INDIANHUME,INDIANHUME,,-1.000000,1,,BSE,5.000000
504908,DUNCANENG,DUNCANENG,,-1.000000,1,,BSE,5.000000
500800,TATACONSUM,TATACONSUM,,-1.000000,1,,BSE,5.000000
500840,EIHOTEL,EIHOTEL,,-1.000000,1,,BSE,5.000000
501110,SUNRINV,SUNRINV,,-1.000000,1,,BSE,1.000000
501314,PRISMX,PRISMX,,-1.000000,1,,BSE,1.000000
505160,TALBROAUTO,TALBROAUTO,,-1.000000,1,,BSE,5.000000
505192,SMLISUZU,SMLISUZU,,-1.000000,1,,BSE,5.000000
505285,TULIVE,TULIVE,,-1.000000,1,,BSE,5.000000
505343,MONOT,MONOT,,-1.000000,1,,BSE,1.000000
501391,WHBRADY,WHBRADY,,-1.000000,1,,BSE,5.000000
501477,MULLER,MULLER,,-1.000000,1,,BSE,5.000000
502420,ORIENTPPR,ORIENTPPR,,-1.000000,1,,BSE,1.000000
502587,NATHIND,NATHIND,,-1.000000,1,,BSE,1.000000
505400,TEXINFRA,TEXINFRA,,-1.000000,1,,BSE,5.000000
505712,HIMTEK,HIMTEK,,-1.000000,1,,BSE,5.000000
505725,ALGOQUANT,ALGOQUANT,,-1.000000,1,,BSE,1.000000
506003,SUDAI,SUDAI,,-1.000000,1,,BSE,1.000000
502893,UNITEDINT,UNITEDINT,,-1.000000,1,,BSE,1.000000
503229,SIMPLXREA,SIMPLXREA,,-1.000000,1,,BSE,5.000000
503641,ZODIACVEN,ZODIACVEN,,-1.000000,1,,BSE,1.000000
503804,SHRIDINE,SHRIDINE,,-1.000000,1,,BSE,5.000000
506184,KANANIIND,KANANIIND,,-1.000000,1,,BSE,1.000000
506365,STARSOURCE,STARSOURCE,,-1.000000,1,,BSE,5.000000
506401,DEEPAKNTR,DEEPAKNTR,,-1.000000,1,,BSE,5.000000
506820,ASTRAZEN,ASTRAZEN,,-1.000000,1,,BSE,5.000000
504036,HIRECT,HIRECT,,-1.000000,1,,BSE,5.000000
504092,INDOKEM,INDOKEM,,-1.000000,1,,BSE,5.000000
504212,UNIVCABLES,UNIVCABLES,,-1.000000,1,,BSE,5.000000
504341,RELTD,RELTD,,-1.000000,1,,BSE,5.000000
506852,PRIMO,PRIMO,,-1.000000,1,,BSE,1.000000
506979,APTPACK,APTPACK,,-1.000000,1,,BSE,1.000000
507155,JAGAJITIND,JAGAJITIND,,-1.000000,1,,BSE,5.000000
507300,RAVALSUGAR,RAVALSUGAR,,-1.000000,1,,BSE,5.000000
504356,ZMULTIPU,ZMULTIPU,,-1.000000,1,,BSE,1.000000
504369,GRANDMA,GRANDMA,,-1.000000,1,,BSE,1.000000
504380,FLOMIC,FLOMIC,,-1.000000,1,,BSE,1.000000
504903,RATHIST,RATHIST,,-1.000000,1,,BSE,1.000000
507315,SAKHTISUG,SAKHTISUG,,-1.000000,1,,BSE,1.000000
507685,WIPRO,WIPRO,,-1.000000,1,,BSE,5.000000
507690,ORIBEVER,ORIBEVER,,-1.000000,1,,BSE,5.000000
507759,LIMECHM,LIMECHM,,-1.000000,1,,BSE,1.000000
505010,AUTOAXLES,AUTOAXLES,,-1.000000,1,,BSE,5.000000
505075,SETCO,SETCO,,-1.000000,1,,BSE,1.000000
505504,GHVINFRA,GHVINFRA,,-1.000000,1,,BSE,5.000000
505523,MAHACORP,MAHACORP,,-1.000000,1,,BSE,1.000000
507878,UNITECH,UNITECH,,-1.000000,1,,BSE,1.000000
507946,KIDUJA,KIDUJA,,-1.000000,1,,BSE,1.000000
507960,GUJHOTE,GUJHOTE,,-1.000000,1,,BSE,5.000000
509079,GUFICBIO,GUFICBIO,,-1.000000,1,,BSE,5.000000
509196,MMRUBBR-B,MMRUBBR-B,,-1.000000,1,,BSE,1.000000
509820,HUHTAMAKI,HUHTAMAKI,,-1.000000,1,,BSE,5.000000
511254,SAGARSYST,SAGARSYST,,-1.000000,1,,BSE,1.000000
511333,VLSFINANCE,VLSFINANCE,,-1.000000,1,,BSE,5.000000
505750,JOSTS,JOSTS,,-1.000000,1,,BSE,5.000000
505800,RANEHOLDIN,RANEHOLDIN,,-1.000000,1,,BSE,5.000000
505850,MANCREDIT,MANCREDIT,,-1.000000,1,,BSE,5.000000
506042,ZPRBHSTE,ZPRBHSTE,,-1.000000,1,,BSE,5.000000
511539,SUPRATRE,SUPRATRE,,-1.000000,1,,BSE,1.000000
511601,YASHMGM,YASHMGM,,-1.000000,1,,BSE,1.000000
512025,BANGANGA,BANGANGA,,-1.000000,1,,BSE,1.000000
512060,SHYAM,SHYAM,,-1.000000,50,,BSE,1.000000
506197,BLISSGVS,BLISSGVS,,-1.000000,1,,BSE,5.000000
506530,KEMP,KEMP,,-1.000000,1,,BSE,5.000000
506863,SWADEIN,SWADEIN,,-1.000000,1,,BSE,1.000000
506981,BLUECHIPT,BLUECHIPT,,-1.000000,1,,BSE,5.000000
512099,EY,EY,,-1.000000,1,,BSE,5.000000
512153,MLINDLTD,MLINDLTD,,-1.000000,1,,BSE,1.000000
512291,ZSPEEDCO,ZSPEEDCO,,-1.000000,50,,BSE,1.000000
512381,STARTECK,STARTECK,,-1.000000,1,,BSE,5.000000
507265,EMERALL,EMERALL,,-1.000000,1,,BSE,5.000000
507498,PICCASUG,PICCASUG,,-1.000000,1,,BSE,1.000000
507543,CORAGRO,CORAGRO,,-1.000000,50,,BSE,1.000000
507789,JAGSNPHARM,JAGSNPHARM,,-1.000000,1,,BSE,5.000000
512431,WHITHAL,WHITHAL,,-1.000000,1,,BSE,1.000000
512437,APOLLOFI,APOLLOFI,,-1.000000,1,,BSE,5.000000
512479,VIRYA,VIRYA,,-1.000000,1,,BSE,5.000000
512499,SHALPRO,SHALPRO,,-1.000000,1,,BSE,1.000000
507808,UNTTEMI,UNTTEMI,,-1.000000,50,,BSE,1.000000
507817,WIREFABR,WIREFABR,,-1.000000,1,,BSE,5.000000
507952,SHIKHARLETR,SHIKHARLETR,,-1.000000,1,,BSE,1.000000
508929,AIRLTD,AIRLTD,,-1.000000,1,,BSE,5.000000
512573,AVANTIFEED,AVANTIFEED,,-1.000000,1,,BSE,5.000000
512591,PULSRIN,PULSRIN,,-1.000000,1,,BSE,1.000000
512624,REGENTRP,REGENTRP,,-1.000000,1,,BSE,1.000000
512634,SAVERA,SAVERA,,-1.000000,1,,BSE,5.000000
513005,CHROME,CHROME,,-1.000000,1,,BSE,1.000000
513117,AMFORG,AMFORG,,-1.000000,1,,BSE,1.000000
513337,GUJTLRM,GUJTLRM,,-1.000000,1,,BSE,1.000000
513349,AJMERA,AJMERA,,-1.000000,1,,BSE,5.000000
508956,HBLEAS,HBLEAS,,-1.000000,1,,BSE,1.000000
509026,VJTFEDU,VJTFEDU,,-1.000000,1,,BSE,5.000000
509423,SEL,SEL,,-1.000000,1,,BSE,1.000000
509635,HINDCOMPOS,HINDCOMPOS,,-1.000000,1,,BSE,5.000000
513422,BLOIN,BLOIN,,-1.000000,1,,BSE,1.000000
513502,BAROEXT,BAROEXT,,-1.000000,1,,BSE,1.000000
513687,SPECTRA,SPECTRA,,-1.000000,1,,BSE,1.000000
513693,KAJARIR,KAJARIR,,-1.000000,1,,BSE,1.000000
509845,RJSHAH,RJSHAH,,-1.000000,50,,BSE,5.000000
509930,SUPREMEIND,SUPREMEIND,,-1.000000,1,,BSE,5.000000
511096,TVOLCON,TVOLCON,,-1.000000,1,,BSE,1.000000
511116,QUADRANT,QUADRANT,,-1.000000,1,,BSE,1.000000
513699,SOLIDSTON,SOLIDSTON,,-1.000000,1,,BSE,1.000000
513709,SHILGRAVQ,SHILGRAVQ,,-1.000000,1,,BSE,5.000000
514128,KONARKSY,KONARKSY,,-1.000000,1,,BSE,1.000000
514138,SURYALA,SURYALA,,-1.000000,1,,BSE,5.000000
511185,RAJVI,RAJVI,,-1.000000,1,,BSE,1.000000
511194,ICDSLTD,ICDSLTD,,-1.000000,1,,BSE,1.000000
511200,MUNCAPM,MUNCAPM,,-1.000000,1,,BSE,5.000000
511246,BOMTALKIES,BOMTALKIES,,-1.000000,1,,BSE,1.000000
514302,VIPPYSP,VIPPYSP,,-1.000000,1,,BSE,5.000000
514312,JAIHINDS,JAIHINDS,,-1.000000,1,,BSE,1.000000
514316,RAGHUSYN,RAGHUSYN,,-1.000000,1,,BSE,5.000000
514360,KRRAIL,KRRAIL,,-1.000000,1,,BSE,1.000000
511260,ICONIKSPEV,ICONIKSPEV,,-1.000000,1,,BSE,1.000000
511355,INDCEMCAP,INDCEMCAP,,-1.000000,1,,BSE,1.000000
511413,CREST,CREST,,-1.000000,1,,BSE,5.000000
511501,BHARAT,BHARAT,,-1.000000,1,,BSE,1.000000
514428,HINDADH,HINDADH,,-1.000000,1,,BSE,5.000000
514448,JYOTIRES,JYOTIRES,,-1.000000,1,,BSE,5.000000
514454,SOUTLAT,SOUTLAT,,-1.000000,1,,BSE,1.000000
515008,MODINSU,MODINSU,,-1.000000,1,,BSE,5.000000
515093,MADHAV,MADHAV,,-1.000000,1,,BSE,1.000000
516022,STARPAPER,STARPAPER,,-1.000000,1,,BSE,5.000000
517146,USHAMART,USHAMART,,-1.000000,1,,BSE,5.000000
517258,PRECISIO,PRECISIO,,-1.000000,1,,BSE,5.000000
511523,VEERHEALTH,VEERHEALTH,,-1.000000,1,,BSE,1.000000
511654,SUGALDAM,SUGALDAM,,-1.000000,1,,BSE,5.000000
512062,ZSANMCOM,ZSANMCOM,,-1.000000,1,,BSE,1.000000
512195,BENTCOM,BENTCOM,,-1.000000,50,,BSE,1.000000
517354,HAVELLS,HAVELLS,,-1.000000,1,,BSE,5.000000
517356,ACIIN,ACIIN,,-1.000000,1,,BSE,1.000000
517370,INCAP,INCAP,,-1.000000,1,,BSE,5.000000
517380,IGARASHI,IGARASHI,,-1.000000,1,,BSE,5.000000
512247,ASHCAP,ASHCAP,,-1.000000,1,,BSE,1.000000
512265,AVONMERC,AVONMERC,,-1.000000,1,,BSE,1.000000
512399,SERA,SERA,,-1.000000,1,,BSE,1.000000
512441,ENBETRD,ENBETRD,,-1.000000,1,,BSE,1.000000
517449,MAGNAELQ,MAGNAELQ,,-1.000000,1,,BSE,5.000000
517544,CENTUM,CENTUM,,-1.000000,1,,BSE,5.000000
519183,ADFFOODS,ADFFOODS,,-1.000000,1,,BSE,5.000000
519262,PRIMAGR,PRIMAGR,,-1.000000,1,,BSE,1.000000
512519,DONEAR,DONEAR,,-1.000000,1,,BSE,1.000000
512527,SUPER,SUPER,,-1.000000,1,,BSE,5.000000
512587,ZODJRDMKJ,ZODJRDMKJ,,-1.000000,1,,BSE,1.000000
512604,HARIAEXPO,HARIAEXPO,,-1.000000,1,,BSE,1.000000
519295,BAMBINO,BAMBINO,,-1.000000,1,,BSE,5.000000
519421,KSE,KSE,,-1.000000,1,,BSE,5.000000
519471,AMBARPIL,AMBARPIL,,-1.000000,1,,BSE,5.000000
519566,SIMRAN,SIMRAN,,-1.000000,1,,BSE,5.000000
512618,RLF,RLF,,-1.000000,1,,BSE,1.000000
513063,TRANSFRE,TRANSFRE,,-1.000000,1,,BSE,1.000000
513108,GANDHITUBE,GANDHITUBE,,-1.000000,1,,BSE,5.000000
513353,COCHINM,COCHINM,,-1.000000,1,,BSE,5.000000
519612,LAKESHORE,LAKESHORE,,-1.000000,1,,BSE,1.000000
520127,BALTE,BALTE,,-1.000000,1,,BSE,1.000000
521054,KAKTEX,KAKTEX,,-1.000000,1,,BSE,1.000000
521226,UNIROYAL,UNIROYAL,,-1.000000,1,,BSE,1.000000
513401,ASHIS,ASHIS,,-1.000000,1,,BSE,1.000000
513472,SIMPLEXCAS,SIMPLEXCAS,,-1.000000,1,,BSE,5.000000
513498,SOUTHMG,SOUTHMG,,-1.000000,1,,BSE,5.000000
513513,ADITYA,ADITYA,,-1.000000,1,,BSE,1.000000
522207,RASANDIK,RASANDIK,,-1.000000,1,,BSE,1.000000
522281,RAMRAT,RAMRAT,,-1.000000,1,,BSE,5.000000
522289,NMSRESRC,NMSRESRC,,-1.000000,1,,BSE,1.000000
523011,WEIZMANIND,WEIZMANIND,,-1.000000,1,,BSE,5.000000
513517,STEELCAS,STEELCAS,,-1.000000,1,,BSE,5.000000
513532,PRADPME,PRADPME,,-1.000000,1,,BSE,5.000000
513729,AROGRANITE,AROGRANITE,,-1.000000,1,,BSE,1.000000
514162,WELSPUNLIV,WELSPUNLIV,,-1.000000,1,,BSE,5.000000
523261,VENKEYS,VENKEYS,,-1.000000,1,,BSE,5.000000
523289,RAMAVISION,RAMAVISION,,-1.000000,1,,BSE,5.000000
523373,MINID,MINID,,-1.000000,1,,BSE,5.000000
523598,SCI,SCI,,-1.000000,1,,BSE,5.000000
515018,REGENCERAM,REGENCERAM,,-1.000000,1,,BSE,1.000000
514197,STCORP,STCORP,,-1.000000,1,,BSE,1.000000
514280,SANTETX,SANTETX,,-1.000000,1,,BSE,5.000000
514354,PREMIERPOL,PREMIERPOL,,-1.000000,1,,BSE,1.000000
523826,SOVERDIA,SOVERDIA,,-1.000000,1,,BSE,1.000000
523840,INNOVTEC,INNOVTEC,,-1.000000,1,,BSE,1.000000
524013,HINFLUR,HINFLUR,,-1.000000,1,,BSE,1.000000
524055,PANIDPR,PANIDPR,,-1.000000,1,,BSE,1.000000
516072,VISHNU,VISHNU,,-1.000000,1,,BSE,5.000000
516110,FAMILYCARE,FAMILYCARE,,-1.000000,1,,BSE,1.000000
517015,VINDHYATEL,VINDHYATEL,,-1.000000,1,,BSE,5.000000
517119,PCS,PCS,,-1.000000,1,,BSE,1.000000
524075,ALBERTDAVD,ALBERTDAVD,,-1.000000,1,,BSE,5.000000
524080,HARLETH,HARLETH,,-1.000000,1,,BSE,1.000000
524129,VINYLINDIA,VINYLINDIA,,-1.000000,1,,BSE,5.000000
524204,TEEAI,TEEAI,,-1.000000,1,,BSE,5.000000
517236,CALCOM,CALCOM,,-1.000000,1,,BSE,1.000000
517264,FINELINE,FINELINE,,-1.000000,1,,BSE,1.000000
517385,SYMPHONY,SYMPHONY,,-1.000000,1,,BSE,5.000000
517467,MARSONS,MARSONS,,-1.000000,1,,BSE,5.000000
524208,AARTIIND,AARTIIND,,-1.000000,1,,BSE,5.000000
524408,UNIVSTAR,UNIVSTAR,,-1.000000,1,,BSE,5.000000
524440,CAMEXLTD,CAMEXLTD,,-1.000000,1,,BSE,1.000000
524488,SVCIND,SVCIND,,-1.000000,1,,BSE,1.000000
524642,SIKOZY,SIKOZY,,-1.000000,1,,BSE,1.000000
524654,NATCAPSUQ,NATCAPSUQ,,-1.000000,1,,BSE,5.000000
524687,BASANTGL,BASANTGL,,-1.000000,1,,BSE,1.000000
517477,ELNET,ELNET,,-1.000000,1,,BSE,5.000000
517500,ROTO,ROTO,,-1.000000,1,,BSE,1.000000
517522,RAJRATAN,RAJRATAN,,-1.000000,1,,BSE,5.000000
517562,TRIGYN,TRIGYN,,-1.000000,1,,BSE,1.000000
524675,KABSON,KABSON,,-1.000000,1,,BSE,1.000000
524731,JENBURPH,JENBURPH,,-1.000000,1,,BSE,5.000000
524816,NATCOPHARM,NATCOPHARM,,-1.000000,1,,BSE,5.000000
526137,SHETR,SHETR,,-1.000000,1,,BSE,5.000000
526211,SURJIND,SURJIND,,-1.000000,1,,BSE,1.000000
519214,WILLIMFI,WILLIMFI,,-1.000000,1,,BSE,1.000000
519299,PRIMIND,PRIMIND,,-1.000000,1,,BSE,1.000000
519359,POONADAL,POONADAL,,-1.000000,1,,BSE,1.000000
519506,NCCBLUE,NCCBLUE,,-1.000000,100,,BSE,1.000000
526443,AEIM,AEIM,,-1.000000,1,,BSE,5.000000
526263,MOLDTECH,MOLDTECH,,-1.000000,1,,BSE,5.000000
526301,MEDINOV,MEDINOV,,-1.000000,1,,BSE,1.000000
526355,DUROPACK,DUROPACK,,-1.000000,1,,BSE,1.000000
520057,JTEKTINDIA,JTEKTINDIA,,-1.000000,1,,BSE,5.000000
520073,RACLGEAR,RACLGEAR,,-1.000000,1,,BSE,5.000000
520111,RATNAMANI,RATNAMANI,,-1.000000,1,,BSE,5.000000
521005,TITANIN,TITANIN,,-1.000000,1,,BSE,1.000000
526525,WWALUM,WWALUM,,-1.000000,1,,BSE,1.000000
526530,IIRM,IIRM,,-1.000000,1,,BSE,1.000000
526614,EXPOEAPL,EXPOEAPL,,-1.000000,1,,BSE,1.000000
